no,soil_code,sample_code,addr,lat,lon,case,drying,analysis,soil_pH,soil_EC,soil_OM,soil_AVP,soil_AVSi,soil_K,soil_Ca,soil_Mg,leaf_N1,leaf_N2,yield_weight,yield_moisture,yield_protein,01_GNDVI,01_LCI,01_NDRE,01_NDVI,01_OSAVI,02_GNDVI,02_LCI,02_NDRE,02_NDVI,02_OSAVI,03_GNDVI,03_LCI,03_NDRE,03_NDVI,03_OSAVI,04_GNDVI,04_LCI,04_NDRE,04_NDVI,04_OSAVI,05_GNDVI,05_LCI,05_NDRE,05_NDVI,05_OSAVI,06_GNDVI,06_LCI,06_NDRE,06_NDVI,06_OSAVI
11,GJ-R2-01,GJ-R2-01,전북특별자치도 김제시 부량면 신용리 12,35.75493526488369,126.86811508835422,1,X,KOAT(익산),6.9,0.4,28,24,413,0.15045,7.69957,1.743912,2.32,2.05,1.953,24.1,,0.1435534821053866,0.06296754042668526,0.043811855226385324,0.2999230411791087,0.2378855912720944,0.7655644538859621,0.7012642160952348,0.5775329714947571,0.9202023391577592,0.8090582015567563,0.8497509172570851,0.7811490490047234,0.671635801492915,0.9463817107371795,0.6126212466261808,0.6769588077413388,0.5743337718092286,0.4482970132605109,0.8593853500099985,0.7723086328717359,0.7334913771390043,0.5918225469263438,0.47790195092108934,0.8371629712009424,0.6185756004324509,0.5653680593744271,0.3351848134238198,0.24950030281916047,0.6927662022571615,0.6322869928885667
12,GJ-R2-02,GJ-R2-02,전북특별자치도 김제시 부량면 신용리 12,35.75493277850661,126.86833631688087,1,X,KOAT(익산),6.9,0.2,21,30,275,0.13005,7.15067,1.719234,2.29,2.04,1.926,25.03333333,,0.11113463408062745,0.03209825551481134,0.019802266142341703,0.24459027369425002,0.19478331322018064,0.6965152171243203,0.6130718199989836,0.4890513105487609,0.8711586633747226,0.7520240929861264,0.8326653424491367,0.7544841355323919,0.641439804222159,0.9333023890292464,0.5875881533596573,0.63111887114574,0.5354858872473365,0.4104915918840652,0.843855600604899,0.7195784688340138,0.7117223685734136,0.5603787922649375,0.44625314815886985,0.8234759774972982,0.6143613941639648,0.5459296454101693,0.31295792297926983,0.23190310476550996,0.6805137416761478,0.6188671064574689
13,GJ-R2-03,GJ-R2-03,전북특별자치도 김제시 부량면 신용리 12,35.75493055207028,126.86855794722723,1,X,KOAT(익산),6.7,0.2,15,2,400,0.1428,7.24049,1.52181,2.13,1.8,1.883,24.6,,0.11399968588138636,0.033333362812633174,0.020788534801858126,0.245865780304955,0.19329582776721468,0.7455709398195006,0.6774558372343117,0.5512528927863529,0.9111475729588394,0.790456638516363,0.8433001774613575,0.768959488407258,0.6550132177209341,0.9456182008148522,0.6163235572076613,0.6485327933635368,0.5488437479255867,0.4232523132301935,0.849889615279299,0.7506061176524279,0.7196176951172626,0.5658812716262975,0.4498662473567859,0.831401744521338,0.6418170895809304,0.5572832792004082,0.320593240477764,0.23801335214914335,0.682752410884587,0.6219449580042832
14,GJ-R2-04,GJ-R2-04,전북특별자치도 김제시 부량면 신용리 12,35.754928394415494,126.86877905839997,1,X,KOAT(익산),7,0.2,27,2,345,0.17595,7.99897,1.628748,2.58,2.01,2.082,24.83333333,,0.16106174204318216,0.0767175008246734,0.05541484369877805,0.31896866010547625,0.2516330518345654,0.7588013536920027,0.6947487263479749,0.5723913160859181,0.9127310148560974,0.7979089158817949,0.842495736117153,0.7725577310391849,0.6644029439875854,0.9374883011184915,0.5999189705402557,0.6708733273342332,0.5638988787098602,0.4388472588486727,0.8524223970571081,0.7654972196878802,0.7298572063629374,0.5773328767781623,0.4641326953575548,0.8285446703191081,0.6370519752018454,0.5854430098464061,0.35529522748377057,0.26526900107498996,0.7081791128823116,0.6469540295392183
15,GJ-R2-05,GJ-R2-05,전북특별자치도 김제시 부량면 신용리 12,35.754926013421006,126.86900048766516,1,X,KOAT(익산),7,0.3,21,28,288,0.14025,7.25546,1.834398,2.05,2.12,2.289,25.33333333,,0.1425378786705169,0.06210959930793096,0.04446673565023093,0.2848573233731575,0.22345041303642837,0.7752316864878542,0.7135839053011134,0.5918484707110324,0.9231784671263495,0.8115782620614035,0.8480541598412299,0.7798209897933468,0.6733702300697244,0.9398755145329301,0.6145616756972446,0.6886084498116433,0.5907458605081483,0.4616968973518039,0.8738583595746623,0.7899802982591523,0.7411437908496732,0.6032460471933871,0.48427428753364093,0.85556096212995,0.661337706651288,0.5825901166803306,0.3674002039657509,0.2712866214205344,0.7356870393647102,0.6737440760524026
16,GJ-R2-06,GJ-R2-06,전북특별자치도 김제시 부량면 신용리 12,35.75475304014106,126.86811230158997,1,X,KOAT(익산),7.2,0.3,25,26,308,0.10455,7.12073,1.6452,2.53,2.22,1.994,23.96666667,,0.12869981408584094,0.05070864442745514,0.0338972289482327,0.26389239067457365,0.21977434493047293,0.7619504133281385,0.6990244068995308,0.5747311090830552,0.919999790900852,0.8098098997594566,0.8545377412453152,0.7862065350605675,0.6758447115304176,0.951926681606378,0.6433358726659751,0.6726671666002855,0.5675613092867338,0.44231049974692155,0.8549284301462047,0.7657601609952206,0.7293024918300653,0.5774143358323721,0.4646687572087659,0.8273083669742407,0.6109439878892734,0.5883816512389572,0.35425621648499195,0.2655407223033229,0.7010126656404765,0.6413578466947196
17,GJ-R2-07,GJ-R2-07,전북특별자치도 김제시 부량면 신용리 12,35.75475113580559,126.86833396012071,1,X,KOAT(익산),7,0.3,18,16,458,0.1632,7.00097,1.571166,2.34,2.03,1.82,23.06666667,,0.08022155892303166,0.009846075045489986,0.0014714673934006863,0.18445976977798625,0.15544680538926467,0.6553820400242237,0.5628699599164874,0.444932713746972,0.8310821648484746,0.7069451620280183,0.8286888204595094,0.7486473165532594,0.6339283932921707,0.9320141207787298,0.592328865297379,0.6257218318293922,0.527012679868853,0.4029301854721792,0.839005073718109,0.7112959748746022,0.7048607090473985,0.5408271576347075,0.43165154102979775,0.8013670970356647,0.5835947149529103,0.5332386665437684,0.28325025334741455,0.21224742720883535,0.6382673458356246,0.5763978502183006
18,GJ-R2-08,GJ-R2-08,전북특별자치도 김제시 부량면 신용리 12,35.754749510687326,126.86855674286771,1,X,KOAT(익산),6.7,0.4,21,6,276,0.1326,6.80636,1.472454,2.18,1.95,1.475,23.83333333,,0.07221981196872634,0.001758440460368811,-0.004373404700408973,0.16840841366725914,0.14091464828963826,0.6777641399420009,0.5905470131943735,0.46838016395167875,0.855310889504031,0.7287172027545328,0.8305762751388703,0.7481207282743274,0.6308291147645897,0.93686930610862,0.6054051577558225,0.6406007848822677,0.5275715478615708,0.4012912060586745,0.8452177485877118,0.7497105251920545,0.694787701845444,0.5236506992502884,0.41187139561707037,0.8025849432910419,0.6090005046136101,0.5241466548257429,0.27722417958815754,0.20638485411821544,0.6434375026142752,0.5814264374330745
19,GJ-R2-09,GJ-R2-09,전북특별자치도 김제시 부량면 신용리 12,35.7547479681916,126.86877723890622,1,X,KOAT(익산),6.8,0.3,27,14,461,0.2448,8.28839,1.6452,1.91,2.15,1.928,23.3,,0.11037309888375958,0.030363414180917966,0.016712168505230964,0.24305512697080411,0.20351075842014746,0.6931469298245614,0.6165770495951417,0.49455381900514506,0.868311667088394,0.7511646265603914,0.8294756652807522,0.7525059788473766,0.640347298617153,0.9300318000435015,0.5899029633332218,0.6488531928544051,0.5368018364953591,0.4126148655826626,0.8410062709343599,0.7497942365936776,0.7091410755478662,0.5488541065936179,0.4368890270569012,0.8129837682622069,0.6191371107266436,0.5553062873902248,0.3201090474449666,0.23669133549238447,0.6869043862170674,0.6254591108208769
20,GJ-R2-10,GJ-R2-10,전북특별자치도 김제시 부량면 신용리 12,35.75474619035298,126.86899746332641,1,X,KOAT(익산),7,0.4,12,36,391,0.102,7.25546,1.678104,1.81,2.12,2.171,24.56666667,,0.14116479932776313,0.0458933793323526,0.03138402543579636,0.2730744644232818,0.22698048712587487,0.7381500336676097,0.6702256973853608,0.5450382360290007,0.90492347765233,0.7897734371029763,0.8436252990730826,0.772412115910688,0.6615929249347476,0.9422690915289118,0.6316635914076094,0.6684245529317182,0.5655838781533258,0.43897236127657624,0.8573812608304452,0.7734953621742535,0.7259779892349096,0.5814637999807766,0.4639756944444444,0.8409831555171088,0.6479942209727028,0.5599227824159709,0.3385970620031995,0.24930890900219133,0.7108147319568732,0.6500185779424753
21,GJ-R3-01,GJ-R3-01,전북특별자치도 김제시 부량면 신용리 12-1,35.75460052838868,126.86818332011838,2,O,농업기술센터,7.1,0.3,25,30,444,0.13515,7.96903,1.941336,1.86,2.01,1.605,23.7,,0.10300580857490167,0.02448414460832156,0.015431936832498327,0.1955058566639401,0.1638317210272903,0.6407408432439271,0.5542855410762483,0.4382022090608131,0.8227416497975708,0.7073130166160594,0.8312411506784567,0.7488752080963057,0.6312494902163365,0.937677966784065,0.599668392262582,0.6273506239689046,0.49998330328575713,0.3764574962193171,0.8309741819977003,0.7303483904497658,0.6774333958824168,0.50037620876023,0.3949230798852223,0.7742397476982454,0.5516539744016988,0.49626328837132766,0.24624223033211684,0.18360610166287558,0.6110631582345981,0.5522374117840657
22,GJ-R3-02,GJ-R3-02,전북특별자치도 김제시 부량면 신용리 12-1,35.754359212568176,126.86817892339259,2,O,농업기술센터,7.5,0.4,17,28,405,0.15045,8.77242,2.731032,2.11,1.8,1.534,23.93333333,,0.12158766446082667,0.04806768975418436,0.034630051053444175,0.2250778877783401,0.19163741254299563,0.6616761818910256,0.5775778087044534,0.45714076733299597,0.8443637451501349,0.730705839870108,0.8332619287634409,0.7516102124285954,0.6351903771841397,0.9376975438928091,0.6079271542128696,0.6253849682964222,0.5010647165945942,0.3794445481615258,0.8238055307328901,0.7150782200378276,0.6809199257951212,0.5030124020572796,0.39885933519569244,0.7701859705496372,0.551135025860738,0.49249630784548987,0.2440251149827526,0.18523093931743573,0.5878640990309787,0.5317771995658984
23,GJ-R3-03,GJ-R3-03,전북특별자치도 김제시 부량면 신용리 12-1,35.7544776595437,126.86855050801991,2,O,농업기술센터,7.2,0.3,21,44,489,0.1122,7.63969,1.80972,1.98,1.41,1.352,23.76666667,,0.09724395682642935,0.012497828682503044,0.006226194661779772,0.16950369950071592,0.1445015972925101,0.6087602155318428,0.520824996824187,0.4047337477769309,0.8083463673992208,0.6817345761348238,0.8247181294832597,0.7378540541476977,0.6176248671821191,0.9355074036781629,0.5993731048515799,0.6044494999626605,0.47004680006181754,0.35124511475654685,0.8143366337249826,0.7184490155871419,0.6488767541330258,0.45251676038062283,0.35512239883698576,0.7386567666282199,0.5603561130334487,0.4836674889391591,0.2249225604440584,0.16879855716954956,0.577592202315486,0.5209584773221517
24,GJ-R3-04,GJ-R3-04,전북특별자치도 김제시 부량면 신용리 12-1,35.75459595233209,126.86892294983048,2,O,농업기술센터,6.8,0.3,29,12,301,0.15555,7.39518,1.579392,1.73,1.87,2.352,24.43333333,,0.1792006033433592,0.09989877902235736,0.07599619171198102,0.29416523074464423,0.2525064661310217,0.7622504309030542,0.6981473153786865,0.5714662508681585,0.9248573758533363,0.8200069240933038,0.8529795656922043,0.7799299998949932,0.6668302146337366,0.9520240701654906,0.6353479528939853,0.661782071467689,0.5462744573334661,0.4219649776793123,0.8430311509467623,0.7596598947442663,0.7198839388696655,0.5598951124567474,0.44723219434832756,0.8177280973663975,0.6305786836793541,0.5692493131238647,0.3302266704265194,0.24730006319364595,0.6827863841257145,0.6252963097202087
25,GJ-R3-05,GJ-R3-05,전북특별자치도 김제시 부량면 신용리 12-1,35.754352412875605,126.8689180635942,2,O,농업기술센터,6.8,0.2,24,18,303,0.14025,6.7864,1.636974,2.07,1.89,1.926,23.7,,0.22140057742993588,0.12642286266493571,0.09623031318680184,0.3428680018507502,0.2949061573075715,0.7464891194331984,0.6816977633272915,0.5537427159385429,0.917925540587468,0.8109772156039842,0.8481337024319556,0.7698363601520497,0.6550758936071909,0.9478612099924395,0.6299937258484543,0.6483269046101419,0.5297191423890583,0.40753873898081955,0.8322239294314187,0.7430572914062891,0.7031574465416087,0.5379840445036282,0.4292924120927899,0.7990415605218465,0.600471138258453,0.5370930389948223,0.2947947199438249,0.2207718075297056,0.6515222823110625,0.5890536578130705
26,GJ-R4-01,GJ-R4-01,전북특별자치도 김제시 부량면 신용리 12-2,35.754239900960535,126.86817667642646,2,O,농업기술센터,6.9,0.3,20,32,418,0.1581,7.95406,2.270376,1.97,1.63,1.788,24.36666667,,-0.057101045562502055,-0.07397837824215793,-0.07510379894094994,0.07473925546599848,0.06766084078556499,0.6188369153803981,0.528072349970479,0.41448623719003036,0.8029731122427463,0.6802457616396761,0.81870360015541,0.7283475486181116,0.610082023374496,0.9247047998571909,0.6146078786542338,0.6174948106742322,0.49894752115307706,0.3735263929160626,0.8368072263118865,0.7273929092927728,0.6731826318125675,0.5005826506291493,0.39355580322680256,0.7795888938744789,0.5535782866296125,0.4829534033436651,0.23627388508911162,0.1770419821141412,0.5993626346672999,0.5411636822185005
27,GJ-R4-02,GJ-R4-02,전북특별자치도 김제시 부량면 신용리 12-2,35.753999104935986,126.86817215857269,2,O,농업기술센터,7.1,0.4,25,24,504,0.17085,8.87222,2.42667,1.8,1.76,2.000,23.96666667,,0.02305748930316748,-0.01564541034429156,-0.021274730759844762,0.16649183623193772,0.1362665341568332,0.6691714671243203,0.5848067765063608,0.4626512197097386,0.8527600558162384,0.7348622804194265,0.8363226121471774,0.7535167406964046,0.6363167055191532,0.9400907783098118,0.6435165569346438,0.6466289171207652,0.5290774417691513,0.4044819383863254,0.8394286429952174,0.7407047146053092,0.7037575692041522,0.5394917219338716,0.43025386870434446,0.798838727893118,0.575312860438293,0.5301505012088409,0.2890307365563512,0.21663130968390276,0.6456913999757395,0.5840946320564516
28,GJ-R4-03,GJ-R4-03,전북특별자치도 김제시 부량면 신용리 12-2,35.7541158572502,126.8685425412439,2,O,농업기술센터,7.2,0.3,23,34,487,0.1275,8.23849,2.50893,1.83,1.87,1.629,23.3,,-0.06090028245064253,-0.08983511429922225,-0.08829743133441377,0.04234979675129899,0.038804109268202235,0.5765997965165317,0.48479231243674087,0.3801984490975034,0.7586237321820175,0.6300995408442982,0.8158499768985215,0.720597396358367,0.601106442687332,0.922102536437332,0.6250540784610215,0.6178110392816077,0.494006400342032,0.3699819701523938,0.8329956235731307,0.7325440246463031,0.6610079056132256,0.4727414335832372,0.37098111303344866,0.7578746155324875,0.567427611976163,0.4891321312198835,0.22978046035817662,0.17237761074592592,0.5832989774001138,0.5246533340374447
29,GJ-R4-04,GJ-R4-04,전북특별자치도 김제시 부량면 신용리 12-2,35.7542311334697,126.86891565156304,2,O,농업기술센터,7.2,0.3,29,38,503,0.1173,8.51793,1.595844,1.88,1.73,1.564,23.43333333,,0.016465360944648795,-0.03313918685172271,-0.03752065564209539,0.1356164246620009,0.1190553553850474,0.6348691458965925,0.5463547267733637,0.42957887224822877,0.8209550412238529,0.7004938164220648,0.8261140556745632,0.7362510763188844,0.6192768055905578,0.9279407788348454,0.6283976236979166,0.6328398396490527,0.5136676438638371,0.38965785991476276,0.8341599020563583,0.7411362904939259,0.6862472826508152,0.5161064091659433,0.4069987847006944,0.7912764009121768,0.5926401735615971,0.5054657491480444,0.26210513409967673,0.1949304609516906,0.631860429268943,0.5739514723833091
30,GJ-R4-05,GJ-R4-05,전북특별자치도 김제시 부량면 신용리 12-2,35.75399284700915,126.86891109590118,2,O,농업기술센터,7.3,0.4,28,58,441,0.2193,9.31134,2.155212,1.78,2.12,2.139,24.1,,0.017352535398100374,-0.0166583908290492,-0.022924100335247565,0.15146548341274152,0.1251548449920386,0.6879596872723731,0.6108998356851253,0.4845567375980384,0.876298995371233,0.7635718581132587,0.8369131436911962,0.7549326906922043,0.6367889076150873,0.9433705319640457,0.6698674027637769,0.6341445015704146,0.5131591211093708,0.3890320003207478,0.8343944219041589,0.7450069304435484,0.6881964869281045,0.5179622621107266,0.40842530517108805,0.793342824875048,0.5989013840830449,0.5124411676790148,0.26840916896319716,0.19917326528624874,0.6390919617265743,0.5815572976553517
31,GJ-R5-01,GJ-R5-01,전북특별자치도 김제시 부량면 신용리 12-3,35.7538794414278,126.86816978838772,2,O,농업기술센터,6.6,0.3,27,34,407,0.13005,7.45007,1.966014,1.99,1.74,1.4,24.23333333,,-0.09730347333246579,-0.09231672073294665,-0.09154220481205384,0.012479428219396523,0.013106044124048805,0.6126619003006436,0.5196183863694106,0.4086078095888381,0.7929226345486111,0.6690449536331301,0.8098576142881242,0.7170998597756411,0.6011411679740216,0.9122732556300607,0.5832870751096492,0.6424935348239431,0.5335045120836042,0.4057303513847923,0.8510430466679998,0.7450531508815345,0.7047665055195307,0.5487355498301683,0.4357682110737996,0.8131455534969894,0.5868118076462868,0.5226983463663666,0.28336949093787644,0.2094488663457034,0.6572134911240128,0.595446729960012
32,GJ-R5-02,GJ-R5-02,전북특별자치도 김제시 부량면 신용리 12-3,35.75363957727885,126.86816465155955,2,O,농업기술센터,6.3,0.4,21,24,302,0.1275,6.84129,1.702782,2.33,1.87,1.685,23.7,,-0.04987281238556787,-0.0450245022973857,-0.049399148554246486,0.09237975561926039,0.07365647359266482,0.6782057413861738,0.5974983007385699,0.4772981518282147,0.8548351001770196,0.7328730593481612,0.8331757796814349,0.75380455469482,0.6390364356762817,0.9357286978399812,0.6241786600898475,0.6588474896486773,0.5530595392935378,0.4266471230998374,0.851791333723323,0.7393261060772014,0.7273903066128412,0.5736362817185697,0.4622421664744329,0.8197243247789312,0.5907853950403691,0.5590835202844573,0.3243988662117349,0.2439512002887067,0.6739407057691347,0.6083741735614657
33,GJ-R5-03,GJ-R5-03,전북특별자치도 김제시 부량면 신용리 12-3,35.753756916046065,126.86853548963144,2,O,농업기술센터,6.7,0.3,26,42,539,0.1581,8.14368,1.949562,1.79,2.02,1.462,24.1,,0.02277839354388287,-0.024980489238780344,-0.027404129875433336,0.09939883677510696,0.08035760476937828,0.6396371388672437,0.5599588498170515,0.4379490999737435,0.8409320581285044,0.7086666567851879,0.817449688655074,0.7271869618405578,0.6085315991473454,0.924212909001176,0.6177104990969422,0.6184935540918862,0.4916801867740672,0.36766802687930145,0.8315380297122098,0.7286731860012665,0.6767168321560908,0.49731776261193456,0.39052862532808397,0.780706249035047,0.5835591926239,0.4981144429898015,0.2502621188852922,0.18507736534832275,0.6238795300496592,0.5623679885517172
34,GJ-R5-04,GJ-R5-04,전북특별자치도 김제시 부량면 신용리 12-3,35.75387264070889,126.86890867176791,2,O,농업기술센터,6.9,0.3,17,66,397,0.1275,8.07881,1.982466,1.99,1.98,1.754,24.23333333,,0.05390863508720834,0.0044653435693917725,-0.004114616838321942,0.15047594270007106,0.12206881173470652,0.6736162728787112,0.5926983173076923,0.46771166102606276,0.8647395042594467,0.7452071340460527,0.8297195117997925,0.7426312732147637,0.6255825912277473,0.9318627076780217,0.6281099417748628,0.6360120851663917,0.5136962854009398,0.388206059455665,0.8394717354896766,0.743931183759936,0.694890091863517,0.5245260875019299,0.4122204953585765,0.8031675785471669,0.6087517007295044,0.5195845948628539,0.2800329299563399,0.20796899996250562,0.64923926775567,0.5907336555766635
