no,soil_code,sample_code,addr,lat,lon,case,drying,analysis,soil_pH,soil_EC,soil_OM,soil_AVP,soil_AVSi,soil_K,soil_Ca,soil_Mg,leaf_N1,leaf_N2,yield_weight,yield_moisture,yield_protein,01_GNDVI,01_LCI,01_NDRE,01_NDVI,01_OSAVI,02_GNDVI,02_LCI,02_NDRE,02_NDVI,02_OSAVI,03_GNDVI,03_LCI,03_NDRE,03_NDVI,03_OSAVI,04_GNDVI,04_LCI,04_NDRE,04_NDVI,04_OSAVI,05_GNDVI,05_LCI,05_NDRE,05_NDVI,05_OSAVI,06_GNDVI,06_LCI,06_NDRE,06_NDVI,06_OSAVI
11,HS-R2-03,HS-R2-03,경기도 화성시 장안면 수촌리 1168,37.090793,126.874657,1,O,농업기술센터,7.5,2.31,19.6,61,415,1.01,5.97,5.07,2.04,1.99,2.514,23.96666667,,0.6960724225693815,0.57764660896215,0.44930560672879255,0.8688995400077091,0.5085388844171352,0.8464134397122192,0.7815607326292705,0.668367730936442,0.9528788906201908,0.6600992613111727,0.8180563903774999,0.7742267053620574,0.6547452898523026,0.9582771719810715,0.7775624030066969,0.6795980125327704,0.5462895507217108,0.4110748808262712,0.8819366183430374,0.7558333563551701,0.6439382960798863,0.4571636985156588,0.3410956556645335,0.810758997924782,0.6505066193462871,0.6674244767687232,0.49142918033494476,0.3874586354742173,0.764874803368631,0.6347046572859116
12,HS-R2-04,HS-R2-04,경기도 화성시 장안면 수촌리 1168,37.090582,126.874558,1,O,농업기술센터,7.6,2.52,20.4,71,468,1.14,5.69,4.8,2.27,2.14,2.331,24,,0.6503861957433781,0.5321422294539188,0.42197359525240385,0.7963079960956398,0.4701471942371946,0.846739013356312,0.7831123029443897,0.6707637972587247,0.9527456030344064,0.6552890052778975,0.8156041824321225,0.7733976086192136,0.6554362277754846,0.9550472509822356,0.7758438221389041,0.6992168446283763,0.5656971540416743,0.4318896034826383,0.8816942850283519,0.7535812055095726,0.6621907854050711,0.47246948317679344,0.3567432033182591,0.8053692819457329,0.6549705642200062,0.6848818627394547,0.5126800227942531,0.40754404874286243,0.7741613926175784,0.6283859203275619
13,HS-R2-05,HS-R2-05,경기도 화성시 장안면 수촌리 1168,37.091138,126.875113,1,O,농업기술센터,7.7,2.51,19,55,281,1.24,4.75,5.29,1.69,1.62,2.643,23.96666667,,0.652762023700641,0.5322736869406482,0.4153653903935115,0.8187732197118582,0.4706196828513334,0.8366712444787306,0.7604364856831753,0.6439829706353115,0.9433839032873677,0.6904991241958569,0.8013851516634051,0.7548918901357632,0.6324226394324853,0.9501453257820144,0.759549195052593,0.6666631141590964,0.5238856518069442,0.39050672531360503,0.8705302706986953,0.7459221579304353,0.6212665854384392,0.4300598329474831,0.3175036825663997,0.791206275412003,0.6256514241350256,0.6712482205074288,0.500572369468704,0.3969770929902382,0.7637362077334541,0.6166444190124631
14,HS-R2-06,HS-R2-06,경기도 화성시 장안면 수촌리 1168,37.090927,126.875017,1,O,농업기술센터,7.6,2.52,18.5,52,418,1.18,4.77,5.21,2.06,1.51,2.781,22.33333333,,0.6822769409585727,0.5568915132673118,0.43044999834631087,0.8561686739302994,0.5076836303674025,0.84630766082805,0.7729009496568386,0.6573488882840391,0.9503909135325619,0.6942037535200972,0.8118252319768864,0.7651239996713343,0.6435082300201785,0.9555978755197505,0.7724036120750275,0.6731277740208778,0.5301677151592502,0.3956790755486132,0.8752776997295032,0.7527333630181348,0.631984918990786,0.4382517314946509,0.3241685661253169,0.7981387761076928,0.6316430526675839,0.6702471759678559,0.4873589842790587,0.38446529875161184,0.7583373588703488,0.6258268341098182
15,HS-R2-07,HS-R2-07,경기도 화성시 장안면 수촌리 1168,37.090715,126.874919,1,O,농업기술센터,7.7,2.17,18,49,460,1.02,5.05,5.22,1.86,1.76,2.43,23.5,,0.6418722459260491,0.516098932194038,0.39754924619626014,0.8195931576142823,0.45807309184718525,0.8340865636156592,0.7653514350647852,0.6485447379354918,0.9475818085990397,0.6521151480556753,0.8044816407205541,0.7584402304572835,0.6356259698737158,0.9536202686406862,0.7690877597159369,0.6839857085162155,0.54683326808629,0.41248954618538164,0.879468350897647,0.7444577518250122,0.6272179667689715,0.43539850925188633,0.3224007335603624,0.7996970596705115,0.6319615636982807,0.6678715554391539,0.48561235691233806,0.38476676423297723,0.7522514241611408,0.6095613545312212
16,HS-R2-08,HS-R2-08,경기도 화성시 장안면 수촌리 1168,37.090503,126.874821,1,O,농업기술센터,7.6,2.48,19,53,447,1.08,5.19,4.93,1.99,1.73,2.417,23.96666667,,0.7063288123790591,0.5737811659082663,0.4404458680723529,0.8843757558807522,0.5215652188085808,0.8461699466407115,0.7832593287386126,0.6712911423388834,0.952036210355626,0.6537412694855657,0.8141990109199181,0.7708899093000856,0.6522283087504587,0.9542337257101577,0.7784662713276663,0.7112552013473966,0.5824041442164065,0.44735374306487014,0.8914206823100841,0.756005543817065,0.6509252553761363,0.4682661272010853,0.35021067565008346,0.8193392589357492,0.6646221921186074,0.6843980696328811,0.5158557562810793,0.410499566665004,0.7773491457041561,0.6244125277219289
17,HS-R3-01,HS-R3-01,경기도 화성시 장안면 수촌리 1254,37.084623,126.874936,2,O,농업기술센터,8.2,2.02,13.4,80,499,1.28,5.03,5.39,2.83,1.82,2.572,22.73333333,,0.2772502744626013,0.15079920403483643,0.12551603456811586,0.33459057832718586,0.16510223082352007,0.8006464128385657,0.7289544619498307,0.6193043773084026,0.9075338685941828,0.5837664593913512,0.7850325150583991,0.7364166265364154,0.6128972058834771,0.9409323308414358,0.7310829458853115,0.7085482235267666,0.581727402768886,0.4462392251234681,0.8922802915980733,0.7906572960490214,0.6219174660657968,0.43583372626924743,0.3232017263736009,0.798403464342032,0.6449739068007544,0.6727212542216764,0.49620357954981575,0.39981116393537,0.7415984442163034,0.5815050396261897
18,HS-R3-02,HS-R3-02,경기도 화성시 장안면 수촌리 1254,37.084338,126.874809,2,O,농업기술센터,8.5,1.49,11.7,44,439,1.08,4.9,5.36,3.1,1.79,3.2,23.7,,0.3080338329062349,0.19475225809408261,0.16183592746035166,0.3692809438497823,0.19463634444828706,0.8279366217427085,0.7620681661295533,0.6520839862978403,0.9319734566322606,0.6473531983563562,0.7970674102228948,0.7517202262199596,0.629956026321623,0.9473093980271204,0.7517182555379747,0.7142155602528946,0.5980973396556978,0.4651204724634369,0.8914150575106642,0.7812692813071298,0.6612340798331994,0.4860397818181115,0.3679906640818235,0.8158944785934021,0.6628869656079953,0.695869430811794,0.5245961487176142,0.42513744301786593,0.7626911755395076,0.6108288718113029
19,HS-R3-03,HS-R3-03,경기도 화성시 장안면 수촌리 1254,37.084377,126.875226,2,O,농업기술센터,8.2,1.65,13.1,63,484,1.08,5.18,5.1,3.36,1.58,2.5,22.76666667,,0.30501203685161116,0.19380246196950002,0.16070129715555287,0.37747821700622697,0.19175722152057764,0.8063747759753246,0.7344082912205403,0.6183203629776629,0.9240013715502123,0.5997311223155498,0.7661055487618466,0.7148792179379395,0.5855064511044024,0.9392810995299603,0.7339631181213696,0.6799043684106283,0.5368525728068438,0.40442131842662565,0.8724999428667195,0.7627976167804253,0.6034773497388106,0.3981219403939478,0.2938230007032023,0.7629350460365665,0.6038222496870363,0.6693684795949678,0.4830697803198834,0.39148490837872046,0.7212839085033753,0.564241032045873
20,HS-R3-04,HS-R3-04,경기도 화성시 장안면 수촌리 1254,37.084408,126.875637,2,O,농업기술센터,8.6,1.53,10.7,64,376,1.02,4.91,5.09,2.88,2.25,2.483,22.46666667,,0.3268858937220426,0.20732869630942846,0.16440762921817384,0.45743632597624373,0.22650134309073325,0.8162774560165241,0.748778470502031,0.6335202358606683,0.932117637527694,0.584115813376977,0.7786172156798312,0.728684106957266,0.6017983269777465,0.9429044975965948,0.7388026365814331,0.6945931124489578,0.5529466737833678,0.41826011773029925,0.8824301598305705,0.7851548215809361,0.6043097461130688,0.40656027713703946,0.29995087605673526,0.7759102992087042,0.6151033093974098,0.6725926286527718,0.4934777327682792,0.39727262742494934,0.7394356309280803,0.5736975249785131
21,HS-R3-05,HS-R3-05,경기도 화성시 장안면 수촌리 1254,37.08413,126.875513,2,O,농업기술센터,8.1,1.42,15.4,88,502,1.1,5.25,4.65,2.87,1.88,2.588,22.93333333,,0.3435472554006982,0.2118962053908753,0.17424153921314905,0.4187781640554162,0.213272014480256,0.8331248125115378,0.7648943358293335,0.651201752969048,0.941016189869085,0.6447923517206633,0.7979822007214478,0.7498904382374969,0.6253046234944363,0.9511010628744803,0.7582048326111213,0.7027011166427962,0.5838231421981656,0.4503151509077127,0.888527485639627,0.7759084269106533,0.6388942079225134,0.4523111878554429,0.3379542521790196,0.8020126834201335,0.6372312687380232,0.6869157887014362,0.512002134735776,0.4149435520142853,0.7490744443549378,0.5812464876595778
27,HS-R5-01,HS-R5-01,경기도 화성시 장안면 장안리 1655,37.022399,126.823353,2,O,농업기술센터,6.9,6.55,23,31,618,0.9,4.93,3.5,2.35,2.04,2.275,22.73333333,,0.34009050384281186,0.2053529934620294,0.16586204588882567,0.43236319474347934,0.24629725058247723,0.7900231283406789,0.703804857464366,0.5849993382134596,0.9095491646349088,0.6131596375656414,0.8451941618217055,0.7712072432170543,0.6548243701550388,0.9524890988372093,0.6513067466085272,0.7460433018410852,0.6027621729651162,0.47950817587209305,0.864249152131783,0.6752466085271318,0.5755822581629599,0.3745439283309444,0.2794685671406408,0.7235523346931704,0.6272343051049017,0.6590481468023256,0.47210789123062014,0.37949467054263564,0.7208425993217055,0.5297326792635659
28,HS-R5-02,HS-R5-02,경기도 화성시 장안면 장안리 1655,37.022099,126.823354,2,O,농업기술센터,7,5.03,20.6,33,682,0.83,4.39,3.42,2.08,1.98,2.313,21.5,,0.35185688734054565,0.21000851690769196,0.173452228307724,0.406946063041687,0.24955900013446808,0.8064636627906977,0.7201339631782946,0.5994175145348837,0.9237622335271318,0.6211064074612404,0.8427765867248062,0.7669261143410853,0.6500228924418605,0.9502124515503876,0.6491219113372093,0.7560577761627907,0.6137619912790697,0.4901015625,0.8706085271317829,0.6766664244186047,0.5851314913841986,0.38244776571950606,0.2894151441512569,0.7207919705298639,0.623765145578692,0.667880126953125,0.4817701416015625,0.3886499633789062,0.725431640625,0.5125425415039062
29,HS-R5-03,HS-R5-03,경기도 화성시 장안면 장안리 1655,37.02225,126.823748,2,O,농업기술센터,6.9,4,23.3,40,680,0.8,4.68,3.14,2.47,2.02,2.31,24.03333333,,0.3193928275521346,0.16525016244002214,0.1365332415723425,0.3650960246409018,0.20605348602054627,0.7874988766722931,0.69818461695502,0.5801229360074394,0.9044745927692861,0.6001297687703175,0.8418462936046511,0.7668699127906977,0.6492944525193799,0.9515425145348837,0.6424014050387596,0.7472463662790698,0.6171282703488372,0.4894416182170543,0.8829141230620156,0.6897934835271318,0.5763092041015625,0.3874236383745747,0.28633914455290765,0.7515657486454133,0.6463111754386656,0.6716466714334833,0.5015140198623874,0.4008469158305201,0.7563664597790073,0.5502142747600963
30,HS-R5-04,HS-R5-04,경기도 화성시 장안면 장안리 1655,37.022396,126.824147,2,O,농업기술센터,6.6,3.36,23.7,60,209,0.79,4.27,3.27,2.64,1.79,2.296,23.33333333,,0.3681800961494446,0.2318495213985443,0.18740348517894745,0.4597663879394531,0.2509596049785614,0.7872766472868217,0.700720203488372,0.5819348352713178,0.9072140867248062,0.6135605620155039,0.8341580668604651,0.755718144379845,0.6353874757751938,0.9485434835271318,0.6415180474806201,0.740405402131783,0.5919344718992248,0.46891996729651164,0.8594109738372093,0.65906128875969,0.5675229718608241,0.36006687533470894,0.2675336407076928,0.7156912280667213,0.6191265967584425,0.6494934593023256,0.4630619246608527,0.37239086724806203,0.7117858527131783,0.5147695009689922
31,HS-R5-05,HS-R5-05,경기도 화성시 장안면 장안리 1655,37.022101,126.824148,2,O,농업기술센터,6.6,5.12,20.1,30,425,0.85,3.86,3.63,2.87,2.6,2.63,23.43333333,,0.3422565460205078,0.1869327276945114,0.15406420826911926,0.38392794132232666,0.21661816537380219,0.7904427083333333,0.6998472625968992,0.5793198885658914,0.9103713662790698,0.6057111191860465,0.837569585755814,0.7585477834302325,0.6411319040697674,0.945672117248062,0.6279837088178295,0.7497862160852713,0.605664546996124,0.4840795784883721,0.8621878633720931,0.6620176841085271,0.5809112056609123,0.3789978950254379,0.28755504854263797,0.7147541661416331,0.6140564949281754,0.6606683624031008,0.47740010295542634,0.3858884447674419,0.7195055717054264,0.5042924539728683
37,HS-R7-01,HS-R7-01,경기도 화성시 장안면 장안리 1653,37.021444,126.823345,2,O,농업기술센터,7.2,1.73,20.3,85,209,0.74,5.18,2.27,2.3,2.51,1.665,24.76666667,,0.46631484144315943,0.3312754293126384,0.2694579897903082,0.5510256909948634,0.3481460931732899,0.8406930111434109,0.7672877906976744,0.6526482558139535,0.9440987160852713,0.6996816860465116,0.8586285731589147,0.7853156492248062,0.6690328246124031,0.9612211724806201,0.6994228439922481,0.7504586791992187,0.6086846923828125,0.48132769775390627,0.8765509033203125,0.7134618530273438,0.5821378154139365,0.38256688271799394,0.28049352092127644,0.7525182539416898,0.6748321287093624,0.6610586104854461,0.4762604005875126,0.3734344667004001,0.7548509413196195,0.5898133554766255
38,HS-R7-02,HS-R7-02,경기도 화성시 장안면 장안리 1653,37.021139,126.823344,2,O,농업기술센터,7.3,3.38,21.7,60,593,0.68,5.14,2.61,2.37,1.75,2.403,24.63333333,,0.4007688507320374,0.27388667309378073,0.22828133650652066,0.45610379797267164,0.29364452211875613,0.8134981831395349,0.7331890746124031,0.6159018289728683,0.9253253391472869,0.6523114704457365,0.8434721414728682,0.7666499515503876,0.6480199854651163,0.953335695251938,0.6720102955426357,0.7435066618217054,0.5978620397286821,0.4725220445736434,0.8678744549418604,0.7039425872093024,0.5775356907998362,0.3785768324329007,0.27974664011309225,0.7387858360044418,0.6431511294457221,0.6548821043151413,0.46186638212287445,0.3626317651190141,0.7409661253203926,0.5881543017590335
39,HS-R7-03,HS-R7-03,경기도 화성시 장안면 장안리 1653,37.021294,126.823719,2,O,농업기술센터,7.1,1.58,18.5,66,615,0.79,4.51,2.24,2.64,2.66,2.902,23.66666667,,0.32115694880485535,0.1827525496482849,0.15154655277729034,0.3713642954826355,0.20712684094905853,0.797958740234375,0.7132780151367187,0.5962413330078125,0.9113546142578125,0.610336669921875,0.8495021802325582,0.7753369670542636,0.6582319525193798,0.955913941375969,0.655257570251938,0.7577922722868217,0.6251959181201551,0.49954006177325583,0.8808753028100775,0.7077366763565891,0.6055440595073085,0.4244623799477854,0.31750352921024444,0.7692181987147177,0.6770346856886341,0.683899664109753,0.5071112417405651,0.40237395994124875,0.7713465536794355,0.5984562289330267
40,HS-R7-04,HS-R7-04,경기도 화성시 장안면 장안리 1653,37.021444,126.824093,2,O,농업기술센터,7.3,2.28,22.2,94,536,0.78,5.08,2.41,2,2.09,1.918,23.83333333,,0.37089648842811584,0.24491667747497559,0.20093783736228943,0.4357064962387085,0.27106595039367676,0.73372071789157,0.6440603194698211,0.5395808681364982,0.8373625970655872,0.5564478597333354,0.828343023255814,0.7534916424418605,0.6389310804263566,0.9361275436046511,0.5935281613372093,0.7559113372093024,0.6154773498062015,0.49567396438953487,0.8610333091085272,0.676281492248062,0.6081910902454007,0.41898284419890375,0.3164734071300876,0.7486962349184098,0.6621099902737525,0.6848806928294574,0.5090075096899225,0.40437799781976747,0.7709138808139535,0.593109253875969
41,HS-R7-05,HS-R7-05,경기도 화성시 장안면 장안리 1653,37.021137,126.824094,2,O,농업기술센터,7.6,1.65,21.8,104,372,0.75,5.08,2.49,2.67,1.95,2.977,23.7,,0.34916002168430116,0.22575370908722164,0.18858969680906282,0.40101248072826956,0.24853553171232928,0.743064697265625,0.6393468017578126,0.5279317016601562,0.8570615234375,0.5570863037109375,0.8034056243553076,0.7187543956301575,0.6003443609925919,0.9232050444251688,0.5696001637128032,0.7186160888671875,0.5719281616210937,0.4561983642578125,0.8304918823242188,0.6392238159179687,0.5597775366998488,0.36473338834701047,0.27149732651249053,0.7147484440957347,0.6045763569493448,0.6388388478955677,0.44757331911102777,0.3546967369283727,0.715782949643661,0.547224208395849
47,HS-R9-01,HS-R9-01,경기도 화성시 장안면 장안리 1632,37.018748,126.823339,2,O,농업기술센터,7.3,1.92,16.4,52,1686,0.52,4.77,2.83,2.4,2.17,1.34,23.76666667,,0.7021570801734924,0.5941256284713745,0.48370838165283203,0.8246932029724121,0.5756508111953735,0.8219166870117187,0.740488037109375,0.6207755126953125,0.9355204467773437,0.6852520751953125,0.8294742142566892,0.7470238531312515,0.6268755909680546,0.941152463408821,0.6624595602025506,0.7645228924418604,0.6266840479651162,0.5014594840116279,0.8807020954457364,0.6895639534883721,0.5844090984713647,0.3956635998141381,0.2928975012994582,0.757294439500378,0.6456303135041268,0.6511237184296074,0.4737058898513691,0.3716002242748187,0.751832489372343,0.5869108878782195
48,HS-R9-02,HS-R9-02,경기도 화성시 장안면 장안리 1632,37.018438,126.823338,2,O,농업기술센터,7.1,1.76,13.3,44,1337,0.51,3.93,2.74,2.56,2.24,1.945,23.23333333,,0.520583987236023,0.3820852041244507,0.3073747754096985,0.6124129295349121,0.4099110960960388,0.830237548828125,0.7455346069335937,0.6249583740234375,0.9413062744140624,0.6938116455078125,0.8453702156007752,0.7643892320736434,0.6465077519379845,0.9494108527131783,0.6800766109496124,0.7762725290697674,0.6474735949612404,0.5212835513565891,0.8924804990310078,0.6987392805232558,0.6187731219876197,0.4181859723983272,0.30802911327731225,0.7853979295299899,0.731552985406691,0.6936062257751938,0.5120411821705426,0.40470748546511626,0.7806741763565892,0.6147480620155039
49,HS-R9-03,HS-R9-03,경기도 화성시 장안면 장안리 1632,37.018596,126.823715,2,O,농업기술센터,7.4,1.24,10.1,43,1141,0.56,3.7,3.11,2.85,2.22,2.529,23.96666667,,0.33825206756591797,0.19656087458133698,0.15676940977573395,0.42106419801712036,0.2644740343093872,0.84375586084021,0.7717963426403476,0.6585293784383596,0.9463349113645599,0.6891430499226369,0.86704638671875,0.7977276611328125,0.68619482421875,0.9625432739257812,0.6969869384765625,0.7538812984496124,0.6247544210271317,0.4976894379844961,0.8833422965116279,0.7071045300387597,0.5823562375960811,0.3851854262813445,0.2820551164688603,0.7600488970356603,0.6781342414117628,0.6458389050387597,0.46382228076550386,0.36703203730620154,0.7308097747093023,0.5811968265503876
50,HS-R9-04,HS-R9-04,경기도 화성시 장안면 장안리 1632,37.018745,126.824092,2,O,농업기술센터,7,1.46,18.3,92,830,0.44,4.31,2.61,2.73,2.16,1.661,23.06666667,,0.38360482454299927,0.24150004982948303,0.19527669250965118,0.45241543650627136,0.3027641773223877,0.845239013671875,0.77411181640625,0.6597919921875,0.949697998046875,0.6964091796875,0.8558020833333333,0.7816239704457364,0.6655925387596899,0.9585490552325582,0.6963837814922481,0.7287148134689923,0.5777986918604651,0.45408009326550386,0.8530559593023256,0.6645237403100775,0.4879392808483493,0.27311768070344,0.20614437903127364,0.6016322105161606,0.5097707317721459,0.5864777962068642,0.38597704846133407,0.3168256663775319,0.6050433506814203,0.4606386887249156
